,JD,Mag,Air Mass
0,2460342.3461342594,14.491701583359639,1.2439752583156476
1,2460342.352199074,15.0825701285382,1.215734196264935
2,2460342.423125,15.53831801558639,1.035153804139729
3,2460342.391400463,15.181936176444715,1.0914274392288428
4,2460342.3552314816,15.089838377230906,1.2026140453699767
5,2460342.4095949074,15.244551563882808,1.0554204389629676
6,2460342.380902778,15.178087782750485,1.1181496298742384
7,2460342.3400694444,15.517947053384285,1.2679469941520565
8,2460342.383935185,15.343661457414116,1.1094738316173138
9,2460342.3626967594,15.07749008724322,1.1749426489449655
10,2460342.4261574075,15.199034240608265,1.033059969184902
11,2460342.4035416665,15.273558822761332,1.0670935789468936
12,2460342.3491666666,15.033095318812896,1.2295357890443355
13,2460342.4291898147,15.217354305638889,1.0293054991385242
14,2460342.3596643517,15.100226923810489,1.1868332080503616
15,2460342.4187037037,15.199764303196329,1.0426051296741716
16,2460342.3431018516,15.210268468502846,1.2590926824753021
17,2460342.400497685,15.226743004302834,1.07055581027842
18,2460342.337037037,15.619663693082341,1.2841717783885378
19,2460342.330960648,15.063580272909237,1.3189561707360182
20,2460342.3657291667,15.10810740597817,1.1635902077935012
21,2460342.3717939816,15.408157960850318,1.1424544292455547
22,2460342.4126273147,15.300049163069303,1.050128641248659
23,2460342.368761574,15.084852798038233,1.1527978693218903
24,2460342.397465278,15.110595268930815,1.077143467731253
25,2460342.374837963,15.195247749357616,1.1368723438221113
26,2460342.327928241,15.066895706510133,1.337586901711184
27,2460342.37787037,15.231340926645728,1.1272652116232689
28,2460342.4065625,15.203231608843318,1.0610849996477236
29,2460342.4322337965,15.252612765284116,1.0258435209266974
30,2460342.3340046294,15.466979424875642,1.3011601791214344
31,2460342.394421296,15.507374067414673,1.084100684470622
32,2460342.4156712964,15.209874118845875,1.0451295674443832
33,2460342.386979167,15.128691748858378,1.1012108739245496
