,JD,Mag,Air Mass
0,2460410.587060185,7.7498002923316065,1.1084337924314818
1,2460410.491990741,7.6648795056399175,1.0610895995666911
2,2460410.421909722,6.979471437210218,1.142983826372387
3,2460410.5779050924,7.730375709911194,1.0936746771667951
4,2460410.6196296294,7.806055926588829,1.1719036621456718
5,2460410.624212963,7.783550891060168,1.178495147802987
6,2460410.337037037,6.915633882123684,1.433480261887978
7,2460410.637939815,6.986749666186552,1.2169160200092577
8,2460410.600798611,7.850989109420736,1.1300308942410637
9,2460410.3794444446,7.422727764355032,1.2597944838401087
10,2460410.554490741,6.9228961937182545,1.0698572433222497
11,2460410.505717593,7.7163677884402135,1.0558828355303205
12,2460410.4122222224,7.418217237539486,1.164683695625302
13,2460410.6470949072,7.808407594572877,1.2460121843446947
14,2460410.531574074,7.64858280420334,1.0569106830191053
15,2460410.670486111,7.607274136322468,1.3337086265393288
16,2460410.6058912035,7.761663363672901,1.1400608488959278
17,2460410.449386574,6.99792785372788,1.0994609031450742
18,2460410.3651967593,6.943382600590401,1.3048170075532068
19,2460410.6333680553,7.780254654469066,1.2034791125937734
20,2460410.5499074073,6.917343219319571,1.0678143647640645
21,2460410.472962963,7.555768912793861,1.0741567664538294
22,2460410.3697685185,7.559788814455002,1.2944616206038515
23,2460410.431064815,7.4360310361333095,1.128256570476511
24,2460410.5733333332,6.921197682818426,1.0902608122088673
25,2460410.417326389,7.427726707939973,1.153182460991573
26,2460410.4264930557,7.450006104306896,1.1375602466107475
27,2460410.454664352,7.532855577538855,1.0919188592224978
28,2460410.435648148,7.4522777151842945,1.1194368736556848
29,2460410.540740741,7.799579866418529,1.061799032768192
30,2460410.360625,6.933126104341956,1.3233959800662867
31,2460410.3840277777,7.380989377005951,1.2442709821429268
32,2460410.596226852,7.857170735518522,1.1211025304792208
33,2460410.501134259,7.7035601564157785,1.0565119719626777
34,2460410.5361574073,7.672571429814049,1.0605050341869455
35,2460410.568240741,6.97678460418259,1.0835472730304907
36,2460410.6567592593,7.719673923848895,1.2791543296884724
37,2460410.559074074,6.935136764907433,1.0750636370013806
38,2460410.468391204,7.537303140620046,1.0766177454216739
39,2460410.652175926,7.717129631999091,1.262650205055969
40,2460410.6150578703,,1.1607066765337282
41,2460410.563657407,6.989338868179144,1.0776206987215087
42,2460410.4874074073,7.596815364662772,1.0624772134373124
43,2460410.4448032407,7.503172194314957,1.1033420029969099
44,2460410.3886111113,7.385512504854251,1.2294789936615473
45,2460410.407638889,7.425352386805988,1.1761014292921808
46,2460410.5916435183,7.854262939402934,1.1165079773018989
47,2460410.482824074,7.617431188958303,1.064098706585994
48,2460410.3416203703,6.916269089599242,1.4095446421068518
49,2460410.4402199076,7.454264264796803,1.111151194548114
50,2460410.477546296,7.6248523023225445,1.06906111083592
51,2460410.6613310184,7.724896485781869,1.2964707747416429
52,2460410.5269907406,7.731538033090652,1.0561505449289297
53,2460410.4030555557,7.450526697390273,1.1881618709551915
54,2460410.3984837965,7.399441350580297,1.2008249072776662
55,2460410.5194560187,7.761148084614195,1.0554602365181487
56,2460410.4965625,7.669262513833677,1.0573661286932716
57,2460410.642511574,7.7863555395161015,1.231077820823345
58,2460410.4638194446,7.553029562246202,1.0823898528015652
59,2460410.582488426,7.72064192524415,1.1008301931094422
60,2460410.459236111,7.543395118115168,1.0853882275606115
61,2460410.610474537,7.747985436527698,1.1501442825776254
62,2460410.510300926,7.731195210213508,1.0554770309618655
63,2460410.350775463,6.904620654298421,1.3652827083900154
64,2460410.331736111,6.891292425211693,1.460795414166024
65,2460410.346203704,6.905281670728205,1.3868765763114572
66,2460410.545324074,6.929363307736262,1.0632977166081843
67,2460410.514884259,7.737311779287214,1.0553452408897421
68,2460410.6659027776,7.653944942206705,1.3146265925505307
69,2460410.393900463,7.4170547291690525,1.2141277734786473
70,2460410.628773148,7.789544043588655,1.1906711297168635
71,2460410.3560416666,6.914907530847952,1.3429851664991455
72,2460410.3743518516,7.457676197028862,1.277236245367307
