,JD,Mag,Air Mass
0,2460342.4080902776,15.50484744737075,1.0569523463922261
1,2460342.376354167,15.896563702437312,1.1299250493404744
2,2460342.326412037,15.791901141069875,1.343001976580959
3,2460342.4276736113,15.887944572780599,1.0302408228343676
4,2460342.402013889,15.614455257253347,1.06879620813722
5,2460342.332476852,15.431746375382751,1.3138480776229415
6,2460342.392905093,15.843690853565263,1.086101456004732
7,2460342.385462963,15.653919704643888,1.1070995179150318
8,2460342.4307175926,15.635168615195617,1.0283958056714388
9,2460342.3537152777,15.458351263510409,1.2062151085032438
10,2460342.3415856482,15.449658518931274,1.263487064672471
11,2460342.4141435185,15.622839383462457,1.048740565801596
12,2460342.4216087963,15.589198407372658,1.0382346941164748
13,2460342.3446180555,15.482511032995617,1.2481741349798927
14,2460342.4171875,15.798576728259267,1.0438529454832919
15,2460342.373310185,15.668478565277685,1.139620107902543
16,2460342.433761574,15.586204971039898,1.0250282510716635
17,2460342.364212963,15.46580566275621,1.1716850468310087
18,2460342.4111226853,15.605358800786252,1.0539366165070871
19,2460342.379386574,15.580175213199926,1.120681524768322
20,2460342.3581365743,15.476787627454627,1.1902913059611788
21,2460342.3355208333,15.440565041753434,1.2962859801251396
22,2460342.3989814813,15.56394478635815,1.0752793128391793
23,2460342.3824189813,15.630621627201645,1.111844910868957
24,2460342.3611805555,15.289331885599184,1.1782438776011628
25,2460342.395949074,15.641354476507017,1.0821295289801327
26,2460342.3294444443,15.433903972500804,1.3241254306797996
27,2460342.3385416665,15.417058398142686,1.2795195749562334
28,2460342.3476504628,15.464765695350062,1.2335482431340035
29,2460342.389884259,15.644467809113511,1.0935344146835317
30,2460342.370277778,15.607246167797435,1.1498319856606252
31,2460342.4050578703,15.617975718681969,1.062691100049342
32,2460342.3506828705,15.463691835988254,1.2195700488969023
33,2460342.3672453705,15.469770606531153,1.1605252951722782
34,2460342.4246412036,15.602017284550376,1.034076562710098
