,JD,Mag,Air Mass
0,2460410.352303241,10.905433693149522,1.361261516685723
1,2460410.4935069443,10.856303571740288,1.0606881838597582
2,2460410.630300926,10.779306406072259,1.1984937876138253
3,2460410.4561805557,10.771581556601017,1.0908147839260613
4,2460410.574849537,10.898484686856824,1.091388294484754
5,2460410.3901273147,10.558851507770015,1.220707460731107
6,2460410.4790625,10.717983260244514,1.0683761179011175
7,2460410.616585648,11.080829897060685,1.1627459401776552
8,2460410.6628587963,11.134334407480983,1.2998768120671575
9,2460410.4045833335,10.625317277813597,1.1858116836366137
10,2460410.546851852,10.662615480443218,1.063875328317469
11,2460410.343148148,10.998054793344725,1.405117902376521
12,2460410.597743056,10.875041210808384,1.1267274815758441
13,2460410.6537037035,11.117504101582481,1.2657389773125318
14,2460410.4463194446,10.80354125070417,1.102021198935901
15,2460410.3667129627,10.65099740237152,1.3013606269456786
16,2460410.612002315,10.815448994195776,1.1520329220111467
17,2460410.6491319444,11.050382046704911,1.2499362310646824
18,2460410.4091666667,10.615149232158924,1.1739251617967417
19,2460410.5422685184,10.783230925799774,1.0622717188015
20,2460410.511828704,9.340096572587173,1.0554086271764642
21,2460410.376388889,10.637927574744701,1.2660356560747275
22,2460410.469907407,10.711149511354055,1.0757809939600123
23,2460410.588587963,10.826925817182797,1.109826862588873
24,2460410.3621412036,10.820562283984042,1.3197687232410538
25,2460410.551435185,10.817013397084825,1.0684855626126748
26,2460410.4188541668,10.612947913016356,1.151235003407698
27,2460410.5330902776,10.832357892200838,1.0572229473114327
28,2460410.634884259,10.660682745757153,1.2059979316446003
29,2460410.50724537,10.753724528665835,1.0557143262097755
30,2460410.4509027777,10.680778457631616,1.0982292224512884
31,2460410.441747685,10.708207763706545,1.109746692999541
32,2460410.484340278,10.810146386588013,1.063542782431806
33,2460410.4,10.565153495909804,1.1983570216393074
34,2460410.3477199073,10.936353630151466,1.3826607314269812
35,2460410.3954282408,10.737794878797455,1.2058574929239734
36,2460410.3575694445,10.841560472237168,1.3390932033192093
37,2460410.502662037,10.794778450469758,1.0562696203331876
38,2460410.428009259,10.521786247819037,1.131598059747941
39,2460410.560590278,11.124684164413452,1.0758867825584033
40,2460410.3855555556,10.540016826240288,1.2350695478321119
41,2460410.537685185,10.661347272281734,1.06090050943816
42,2460410.423425926,10.701939061188344,1.1411431493618218
43,2460410.488923611,10.943187055524113,1.0619996554096491
44,2460410.460752315,10.763604278508605,1.084360748874804
45,2460410.6211574073,10.859873689517347,1.1740562209014842
46,2460410.516400463,10.766089754186748,1.055350210879311
47,2460410.3809722224,10.588693848553628,1.250144059534489
48,2460410.333263889,10.930361474696745,1.4558701620278598
49,2460410.437164352,10.634782960761349,1.117934973208899
50,2460410.4325925927,10.667695419499136,1.126622355832696
51,2460410.644027778,10.746833045611684,1.2338671715079472
52,2460410.6074189814,10.788715458178194,1.1418900634668465
53,2460410.5560185187,10.8939423739623,1.0706072408426108
54,2460410.6674189814,10.953900835475103,1.3182045685579153
55,2460410.498078704,10.850453355228657,1.0570489962502931
56,2460410.593159722,10.820700755081,1.1180295868083012
57,2460410.465335648,10.708188739311716,1.0783774046064754
58,2460410.6257291664,10.86498831542785,1.1859422940693538
59,2460410.3712962964,10.704751703230784,1.283814417927304
60,2460410.5239351853,10.654540787139041,1.0557760794931215
61,2460410.570277778,10.772266359087398,1.084895064486922
62,2460410.474490741,10.77851120481301,1.0704851289204595
63,2460410.658275463,11.026242067921325,1.2823974774148579
64,2460410.5285185184,10.699169437519718,1.056386955263445
65,2460410.6028472222,10.826954429816599,1.132308510569816
66,2460410.6720023146,10.784246521649093,1.3375516478838367
67,2460410.414270833,10.622468256560403,1.1619046298568174
68,2460410.5794328703,10.76324461838528,1.0983058180116234
69,2460410.639467593,10.75550206462595,1.219568562947496
70,2460410.5840046294,10.753566710364483,1.1020995990425237
71,2460410.565173611,10.924059475311946,1.0785256165322996
72,2460410.338564815,10.903202517109364,1.4287241766845322
